date,source_repo,category,summary,proposed_touch_points,status,resolved_date,resolved_evidence
2026-08-10,agentteams,agentteams-remediation,"CAI v1 dropped the capability and handoff graph on export (MAP-16): export_to_cai set capabilities={} / handoffs=[] for every framework, so any interop round trip silently un-wired the team (the old interop-to-goose refusal existed solely because of this).",agentteams/interop.py export/import; agentteams/capability_map.py; agentteams/frameworks/base.py,shipped,2026-08-10,"Fixed by durable-canonical-agent-format plan (2026-08-10) steps C.2/C.3 + F.1: real capability capture through capability_map (canonical 7-token vocabulary; claude execute-subsumes-retrieval dedup reproduced) and real handoff capture/apply via adapter.extract_handoffs with per-framework delivery modes (native inline vs runtime-handoffs.json sidecar). Pinned by tests/test_interop.py MAP-16 parametrized round trips (all six frameworks), tests/test_dogfood_canonical.py byte-identical re-render pin, and the C.3 handoff survival count (108/109; the one drop is a correct out-of-roster filter)."
2026-08-10,agentteams,agentteams-remediation,"bridge_sources.py boundary scan used naive text.split('\n---\n', 1) — the last production instance of the MAP-06 class: it fired on any '---' line anywhere, including inside YAML block scalars, truncating front matter.",agentteams/bridge_sources.py::_parse_front_matter,shipped,2026-08-10,"Fixed by durable-canonical-agent-format plan (2026-08-10) step B.2: boundary detection delegates to the shared line-anchored, block-scalar-aware scanner yaml_frontmatter.parse_yaml_front_matter (block-style sequences still captured as lists, scalar semantics unchanged). Pinned by tests/test_yaml_scanner_swap_regression.py::TestBridgeSourcesBlockStyleRegression (bare '---' inside a block scalar no longer closes front matter)."
2026-08-10,agentteams,agentteams-remediation,Duplicate front-matter scanner fork: graph.py consumed _utils._split_yaml_front_matter while interop.py had its own regex scanner — two independent parsers of the same format diverging on block scalars and embedded dashes (MAP-06/MAP-17 shared root cause).,agentteams/_utils.py; agentteams/graph_inputs.py::_split_yaml,shipped,2026-08-10,"Fixed by durable-canonical-agent-format plan (2026-08-10) step B.1: _utils._split_yaml_front_matter retired (removed); graph_inputs._split_yaml now delegates to yaml_frontmatter.parse_yaml_front_matter with the historical yaml-block shape preserved (trailing newline stripped for the regex extractors). Pinned by tests/test_yaml_scanner_swap_regression.py::TestGraphScannerSwapByteIdentity, including a repo-wide byte-identity pin over every .github/agents/*.agent.md file."
2026-08-10,agentteams,agentteams-remediation,Framework-enum staleness: team-manifest.schema.json and agent-cai.schema.json framework enums drifted from the adapter registry (recurring bug class; enums hand-maintained in three places).,schemas/team-manifest.schema.json; schemas/agent-cai.schema.json; agentteams/frameworks/registry.py,shipped,2026-08-10,Fixed by durable-canonical-agent-format plan (2026-08-10) steps A.1-A.3: registry exposes FRAMEWORK_IDS derived from FRAMEWORKS; both schema enums must match it exactly (agent-cai's source_framework additionally carries the 'canonical' pseudo-framework); tests/test_framework_enum_consistency.py pins all three against each other so staleness fails CI. Re-verified when codex registered (F.4) — enums updated atomically with the registry entry.
2026-08-10,agentteams,agentteams-remediation,"mcp_server_schema_version is required by mcp-server.schema.json but was written by zero production code — operator-declared servers omitting it could only ever fail validation, never pass.",agentteams/mcp_emit.py; agentteams/analyze.py; agentteams/interop.py,shipped,2026-08-10,Fixed by durable-canonical-agent-format plan (2026-08-10) step D.3: mcp_emit.normalize_mcp_server_defaults fills mcp_server_schema_version='1.0' when absent; applied at both adoption points (analyze manifest copy-through and CAI capture). Verified in the D.3 smoke round trip and by tests/test_canonical_mcp_revalidation.py fixtures importing cleanly.
2026-08-10,agentteams,agentteams-remediation,MCP security_review hard gates (allOf: third-party trust tiers and destructive tools force security_review.required=true) were validated once at authoring time only — a hand-edited canonical team.cai.json weakening the flag would silently round-trip.,agentteams/interop.py import_from_cai; agentteams/mcp_emit._inert_problems,shipped,2026-08-10,"Fixed by durable-canonical-agent-format plan (2026-08-10) steps D.3/H.4: import_from_cai re-validates every CAI mcp_server against mcp-server.schema.json (full Draft7 incl. allOf gates) at IMPORT time and raises ValueError on violation. Pinned by tests/test_canonical_mcp_revalidation.py (6 tests) including the plan's exact threat model: materialize canonical dir, hand-edit team.cai.json security_review.required=false on disk, re-import fails with a clear error; unweakened control imports clean."
2026-08-10,agentteams,agentteams-remediation,"Goose discovery gap: export_to_cai's agent-discovery loop was hardcoded to name.endswith('.md') and _INSTRUCTIONS_NAMES omitted AGENTS.md — a .goose/recipes source yielded ZERO agents and agents-md sources misclassified their instructions file, so goose/agents-md could not be CAI sources regardless of schema enums.",agentteams/interop.py export_to_cai discovery loop; agentteams/frameworks/base.py; agentteams/frameworks/goose.py,shipped,2026-08-10,"Fixed by durable-canonical-agent-format plan (2026-08-10) steps F.1-F.3: discovery uses adapter.get_file_extension('agent') (goose: .yaml); new adapter hook parse_agent_source parses recipe fields (title/description/instructions block scalar, builtin extension names, sub_recipes/load handoffs, parameters/response/retry); _INSTRUCTIONS_NAMES includes AGENTS.md with goose's two-levels-up lookup; detect_framework recognizes .agents and team.cai.json. goose recipe configuration round-trips through framework_extensions.goose. Pinned by tests/test_interop.py::test_goose_source_discovery_yields_agents, test_agents_md_instructions_classified_not_agent, MAP-16 goose parametrization, and the F.3 byte-identical parameters/response/retry round-trip smoke."
2026-08-10,agentteams,agentteams-remediation,"The self-update merge tool's shrink-policy fence protection (fences.py rule c, backtick-quoted-span diffing) treats ANY edit to a backtick-wrapped placeholder as data loss regardless of whether content actually shrank, because copilot-instructions.template.md wraps {DELIVERABLE_TYPE} in backticks in the output_conventions section but not in project_overview -- so output_conventions silently fails to auto-update on every --self --merge run whenever deliverables changes, requiring a manual hand-edit each time (observed 3x: predecessor plan I.3, and this plan's A.3/A.5).","agentteams/templates/copilot-instructions.template.md (remove backticks around {DELIVERABLE_TYPE} at the output_conventions line); or agentteams/fences.py (make shrink-detection rule c direction-aware, e.g. only flag when the new span is a strict substring of the old)",open,,
2026-08-10,agentteams,agentteams-remediation,"references/_self-build-description.template.json (the documented disaster-recovery bootstrap for .github/agents/_build-description.json, per SELF-BUILD-DESCRIPTOR.md) and the live _build-description.json itself both carry stale src/-era references beyond the project_goal/deliverables fields already fixed in this session's OPEN-1 work: primary_output_dir/figures_dir/authority_sources paths, style_rules text, and components[].output_file still say src/ instead of agentteams/, and the template's components[].sections/quality_criteria (e.g. ""All 157 tests pass"") predate the current ~4090-test suite. No test pins template-vs-live consistency.",references/_self-build-description.template.json; .github/agents/_build-description.json; a new regression test comparing the two files' structural fields,open,,
2026-08-10,agentteams,agentteams-remediation,"Bridge artifacts (domain-boundary.md, entrypoint.md, and quickstart-snippet.md's shared body) instruct the reader to run `agentteams --query-index`/`--query-code` and disambiguate against the project retrieval-integrator, unconditionally for every target including the new `generic` flavor -- but a generic target is specifically for a consumer with zero agentteams tooling, so these CLI-referencing paragraphs presuppose an environment the target was defined to relax. Low severity (confusion, not corruption) but not previously testable since no target exercised the zero-tooling case before OPEN-3.","agentteams/bridge.py (_render_domain_boundary, _render_entrypoint, _render_quickstart's shared body)",open,,
2026-08-10,agentteams,agentteams-remediation,"The canonical-source bridge_sources fix (reusing canonical._load_agent_file for correct JSON-escape decoding) is verified only under this repo's default PyYAML-installed test posture -- no test exercises the no-PyYAML fallback (_minimal_yaml_load / _decode_scalar's json.loads path) with actual non-ASCII content, so the fix's correctness in a stdlib-only install (this project's own declared default posture) is unverified, not known-broken.","tests/test_bridge.py (add a builtins.__import__-monkeypatched PyYAML-refusal variant of test_canonical_source_collect_and_inventory, reusing the em-dash fixture)",open,,
2026-08-10,agentteams,agentteams-remediation,"An explicit --bridge-source-framework canonical pointed at a directory that is not actually a canonical directory (no team.cai.json) but happens to contain an agents/*.md-shaped folder silently produces a plausible-looking partial bridge instead of a clear error -- inconsistent with how canonical-ness is checked everywhere else in this feature (detect_framework's own marker check, load_canonical's hard FileNotFoundError).","agentteams/bridge_sources.py (_collect_source_files / _extract_inventory canonical branches, or agentteams/bridge.py's canonical source handling)",open,,
2026-08-11,agentteams,agentteams-remediation,"scripts/goose-openrouter-route-proxy.py's --only allowlist is injected into EVERY /chat/completions request that passes through OPENROUTER_HOST, regardless of which model that specific request targets -- not just the configured active model. Discovered 2026-08-11 while live-validating the interactive goose config's switch to z-ai/glm-5.2 (tmp/by-week/2026-W33/goose-interactive-glm52-revert.plan.md): goose's own auxiliary calls (observed requesting google/gemini-2.5-flash, apparently for session-title generation) get the same {""only"": [""z-ai"",""alibaba"",""coreweave""], ""allow_fallbacks"": false} block injected, and since none of those three backends serve a Google model, every such call 404s with ""No allowed providers are available for the selected model"" (goose CLI log, WARN level, 3 retries then gives up silently, ~3.3s wasted backoff). Confirmed pre-existing, not caused by today's switch: an earlier 2026-08-11 01:01 session under the prior qwen/qwen3.8-max config shows the identical pattern 9x in its own log. Non-fatal -- the main agentic tool-calling loop is unaffected by this (verified separately in the same test: a real shell tool call against z-ai/glm-5.2 succeeded, session completed normally) -- but it is a real gap in provider-restriction scoping.","scripts/goose-openrouter-route-proxy.py::inject_provider (scope injection to requests whose body model matches the configured active model, or add a documented bypass/ignore-list for known auxiliary models like title-generators)",open,,
2026-08-11,agentteams,agentteams-remediation,"agentteams/templates/universal/conflict-auditor.template.md's SECTION MANIFEST declares a scope_and_rules (USER-EDITABLE) section, but no block with that section_id exists anywhere in the template body -- only a rules (FENCED, template-owned) '## Rules' block exists. The live rendered .github/agents/conflict-auditor.agent.md (copilot-vscode framework) carries the resulting residue: a correctly fenced '## Rules' block immediately followed by an unfenced, byte-identical duplicate '## Rules' block -- stale unfenced content from an earlier template shape (predating the 2026-07-24 fencing fix logged in this file's own row 19, which fenced invariant_core but did not clean up this already-deployed file's other unfenced leftovers), now permanently preserved verbatim by every future --update --merge since it sits outside any fence. The same file also double-renders '## Invariant Core' (unfenced copy plus fenced copy) and produces an empty fenced '## Handoff Payload Conflict Codes' heading immediately ahead of an unfenced duplicate carrying the real content. .github/agents/conflict-resolution.agent.md has the identical rules v=1 fence pattern, so this is not isolated to one agent file. The .claude/agents/ (claude framework) rendering of the same template does NOT show this duplication -- its '## Rules' section appears exactly once, cleanly fenced, immediately followed by a clean '## Project-Specific Notes' -- so the defect is residue specific to the copilot-vscode tree's render/merge history, not something the template re-introduces on every render. Risk: an operator who reads the manifest's scope_and_rules: USER-EDITABLE promise and edits the visually-adjacent fenced '## Rules' block (a reasonable reading, since that is what the manifest is nominally describing) has their edits silently discarded on the next --update --merge, since the fence marker actually guarding that text is the template-owned rules id, not scope_and_rules. Surfaced during the canonical-format-open-items-remediation retrospective (2026-08-11); flagged as pre-existing and unrelated to that plan's own scope.","agentteams/templates/universal/conflict-auditor.template.md (add the missing scope_and_rules fenced-or-clearly-labeled block, or remove the manifest's promise of one and route project customization through the existing Project-Specific Notes mechanism instead); agentteams/templates/universal/conflict-resolution.template.md (same rules v=1 pattern); agentteams/emit.py or agentteams/fences.py (consider a lint/detect pass -- similar to the existing _detect_duplicate_sections -- that flags a rendered agent file carrying two headings with identical text, one fenced and one not, since that combination is never intentional); this repo's own .github/agents/conflict-auditor.agent.md and .github/agents/conflict-resolution.agent.md (the two currently-affected rendered files in this repo's own copilot-vscode dogfood tree need the stale unfenced duplicates removed, likely via --migrate or a targeted hand-edit, once the template fix lands)",open,,
2026-08-11,agentteams,agentteams-remediation,"conflict-log.csv is the third CSV ledger to hit the unquoted-comma-splits-into-extra-columns failure class, and the first time it actually destroyed data rather than just being caught. Row 44 (2026-07-29) shipped this exact class in agentteams-remediation-log.csv itself ('unquoted commas split them into eight fields against a six-column header, so any DictWriter-based tooling raises on write and a naive rewrite truncates the log'), fixed via tests/test_remediation_log_shape.py (despite that row's own resolution text naming a since-renamed test_remediation_log_integrity.py -- minor citation drift, not re-logging separately). Row 28 (2026-07-24) shipped the same class for tmp/by-week/**/*.steps.csv via tests/test_plan_steps_corpus.py. Neither precedent has an equivalent for .github/agents/references/conflict-log.csv (confirmed: zero test files reference it by name for shape/integrity purposes) -- and on 2026-08-11, during the canonical-format-open-items-remediation plan's F.3 close-out, a hand-rolled csv.DictWriter rewrite script crashed mid-writerows() on 2 pre-existing malformed rows in exactly this file, and because the script had opened the target in truncating 'w' mode before the crash (no test existed to have caught the malformed rows earlier, and no write-time safeguard existed either), the file was left short: 149 rows -> 132. 12 of the 17 lost rows were reconstructed verbatim from the same session's own conversation context; ~5 could not be recovered and are permanently lost (see conflict-log.csv's own 2026-08-11 COUNT_MISMATCH row for the full incident record). Both prior fixes address detection/prevention (a shape test catches malformed rows already in the file, so a later DictWriter pass over a clean file won't crash on THAT cause) but neither addresses write-time safety generally -- a rewrite can still crash mid-write for other reasons (a bug in the new content being written, an interrupted process, disk pressure) and truncate the file regardless of how clean it was going in, since agentteams/atomicio.py provides only atomic whole-file writes (temp file + os.replace) with no CSV-aware row-count/parse verification step before the replace.","tests/test_conflict_log_shape.py (new, mirroring test_remediation_log_shape.py's pattern) for the detection half; agentteams/atomicio.py (a new atomic_rewrite_csv_rows(path, rows, fieldnames) helper -- write rows to a temp file, re-parse the temp file and assert the row count matches and zero rows carry csv's restkey overflow, only then os.replace -- for the write-safety half neither precedent covers) for use by both any future tool-internal ledger writers and ad-hoc maintenance scripts",open,,
2026-08-11,agentteams,agentteams-remediation,"export_to_cai never reads back references/runtime-handoffs.json, the sidecar import_from_cai writes for 'manifest' handoff-delivery frameworks (claude, copilot-cli, agents-md). Confirmed by direct grep: the sidecar path string appears only in import_from_cai (write side); export_to_cai has no corresponding read. Practical effect: a canonical CAI's handoffs survive materialize/load (proven this session) and get correctly written to the sidecar on import, but re-exporting that same native output back to CAI silently loses them - a genuine one-way gap in the interop pipeline, discovered by tests/test_canonical_bidirectional_round_trip.py (2026-08-11), out of scope for that plan's own D1 (capabilities) and D2 (agents-md idempotency) fixes.","agentteams/interop.py::export_to_cai (add a sidecar read for manifest-delivery frameworks, merging its entries back into each agent's handoffs list)",open,,
2026-08-11,agentteams,agentteams-remediation,"goose's native handoff channel (sub_recipes) has no slot for a handoff's `label` or `send` fields - only a delegation edge (target) and prompt. Confirmed by direct testing: round-tripping a handoff with label='Delegate to worker', send=False through goose comes back label=None, send=True (synthesized/defaulted, not preserved). `to` and `prompt` do survive correctly. A real, one-directional coarseness of the sub_recipes representation, analogous to (but distinct from) goose's already-documented tool_scopes coarseness in capability_map.py's module docstring - that docstring doesn't mention handoffs specifically. Discovered by tests/test_canonical_bidirectional_round_trip.py (2026-08-11), out of scope for that plan's D1/D2 fixes.","agentteams/frameworks/goose.py (sub_recipes rendering/parsing - would need a new carrier for label/send, e.g. a comment convention or recipe-level metadata, since goose's own sub_recipes schema has no field for either); capability_map.py module docstring (extend the existing 'goose <-> canonical is documented best-effort/coarse' note to explicitly cover handoffs, not just tool_scopes)",open,,
2026-08-11,agentteams,agentteams-remediation,"Follow-on to this same date's 'no safe CSV-ledger-rewrite helper' row: agentteams/atomicio.py::atomic_rewrite_csv_rows() now exists (open-items-backlog-remediation plan, I6), but nothing requires any existing CSV-writing call site to adopt it - the helper prevents a repeat of this session's conflict-log.csv truncation incident only where it's actually used. Six existing csv-writer call sites were found and are not retrofitted in this pass (each needs its own verification - genuinely separate, per-site work): redteam/findings_ledger.py, liaison_logs.py, cli/security_gate.py, plan_steps_todo.py, enrich/_enrich.py, templates/universal/orchestrator.template.md. Logged so adoption is visible and plannable rather than an invisible gap.","agentteams/redteam/findings_ledger.py; agentteams/liaison_logs.py; agentteams/cli/security_gate.py; agentteams/plan_steps_todo.py; agentteams/enrich/_enrich.py; agentteams/templates/universal/orchestrator.template.md (each: audit its own CSV-write call site, migrate to atomic_rewrite_csv_rows where it fits the site's existing read-modify-write shape)",open,,
2026-08-11,agentteams,agentteams-remediation,"Incidental discovery while fixing the I7 stale-residue finding in the two .github/agents/ conflict-* files (open-items-backlog-remediation plan): .claude/agents/conflict-resolution.md (never in this plan's audited scope - found only by an extra out-of-scope check) has its own, different, minor drift from the current conflict-resolution.template.md: 'Step 3: Apply Decision' and 'Step 4: Update Log' are positioned AFTER the rules fence (line 65) instead of between memory_index_consultation's end and rules' begin, where the current template puts them; and the SD (Source Drift) decision-rule table cell uses older/shorter text ('Update deliverable to match source on disk') missing the current template's addition ('; if the cited path was never written, REJECT the citation and REVISE the deliverable to remove it'). Not a duplicate-content defect like the two files this session did fix - content is present and mostly current, just slightly stale/reordered. --self --merge --dry-run against .github/agents does not cover .claude/agents/, so this file's drift was never checked by this session's own verification pass either.",".claude/agents/conflict-resolution.md (reposition Step 3/Step 4 to before the rules fence; update the SD table cell text to match the current template) - or, more generally, run --self --merge --dry-run against --output .claude/agents to check for the same class of drift across the whole .claude/agents/ tree, which this session never did",open,,
2026-08-11,agentteams,agentteams-remediation,"Generalizing the 2026-08-11 SECTION MANIFEST finding (row 149, I7): the manifest HTML comment at the top of a rendered agent file is itself UNFENCED, so --update --merge structurally cannot ever refresh it - only fenced regions get re-rendered on merge. Confirmed broader than I7's own fix: closing out this same session's combined Conflict Auditor pass found BOTH .github/agents/conflict-auditor.agent.md (2/8 real fences listed) and .claude/agents/conflict-auditor.md (5/8) had drifted independently of the scope_and_rules row I7 already fixed - a structural gap, not an isolated content bug. No test catches this in already-deployed files: tests/test_fence_section_manifest.py only globs agentteams/templates/**, never rendered .github/agents/ or .claude/agents/ output.","agentteams/emit.py or agentteams/fences.py (either fence the SECTION MANIFEST comment itself so merge can refresh it, or add a --self --merge sub-check that regenerates it independently of the fence-merge mechanism); tests/test_fence_section_manifest.py (extend to also check rendered .github/agents/**/*.agent.md and .claude/agents/**/*.md against their own declared fence IDs, not just agentteams/templates/**)",open,,
2026-08-11,agentteams,agentteams-remediation,"Follow-on to this same date's 'Generalizing the SECTION MANIFEST finding' row (I7-related, row above): even after both .github/agents/conflict-auditor.agent.md and .claude/agents/conflict-auditor.md had their manifest tables corrected to list all 8 real fence IDs, two deeper defects survived that fix undetected, found only on a later resume-session re-verification that read both files fresh and compared them line-by-line against conflict-auditor.template.md: (1) .claude/agents/conflict-auditor.md's handoff_payload_conflict_codes fence (v=1) had correct BEGIN/END markers but EMPTY body - missing the '## Handoff Payload Conflict Codes' heading the template places inside it; (2) .github/agents/conflict-auditor.agent.md's memory_index_consultation fence (v=3) had correct BEGIN/END markers and correct body content, but was positioned at the very end of the file (after the unfenced 'Project-Specific Notes' section) instead of its template position (fence #4, right after behavioral_spec_cross_check). Both defects are invisible to a fence-ID-presence check (a grep for the BEGIN marker string finds them either way) - confirming the prior row's proposed test extension needs to go further than 'declared IDs are present': it needs to diff each fence's actual body against the template's current body for that ID, and confirm each fence's position relative to its unfenced/fenced neighbors matches the template's structure, not just that every ID from the manifest occurs somewhere in the file.","tests/test_fence_section_manifest.py or a new test module (extend beyond the prior row's 'check declared fence IDs are present in rendered output' scope to: for each fenced section in a rendered .github/agents/**/*.agent.md or .claude/agents/**/*.md file, when its version number matches the current template's version number for that ID, assert body content is non-empty and textually equal to the template's body for that ID modulo placeholder resolution, AND assert its position relative to adjacent fenced/unfenced sections matches the template's section ordering); agentteams/drift.py or emit.py (the underlying version-gated merge logic currently appears to treat an unchanged version number as 'no update needed' even when body content is empty/wrong - worth confirming whether this is the actual root cause of defect (1), since if so it would affect any fence, not just this one file)",open,,
2026-08-11,agentteams,agentteams-remediation,"Follow-on to this same date's 'no safe CSV-ledger-rewrite helper' row (I6): agentteams/atomicio.py::atomic_rewrite_csv_rows() verifies rendered row/column COUNTS round-trip correctly but never checked that a row's field values were actually strings before handing them to csv.DictWriter. Hit for real this same session, immediately after I6 shipped: a hand-authored dict literal for a new conflict-log.csv row used a parenthesized multi-line string with a stray trailing comma before the closing paren (`(""text"" ""more text"",)` instead of `(""text"" ""more text"")`), which Python silently evaluates as a one-element tuple, not a string. atomic_rewrite_csv_rows's own column-count round-trip check did not catch this, because csv.DictWriter str()-converts the tuple to the literal text ""('...',)"" - still exactly one well-formed column, just corrupted content - and that corrupted row was actually written to references/agentteams-remediation-log.csv before being caught by a manual post-write read-back check (not by the helper itself) and repaired via ast.literal_eval. The helper that exists specifically to prevent silent CSV corruption had a real gap of exactly that kind.","agentteams/atomicio.py::atomic_rewrite_csv_rows (fixed same pass: added a pre-render pass that raises ValueError naming the row index, field, and actual type if any declared-field value in any row is not a str); tests/test_atomicio.py::test_refuses_to_write_when_a_value_is_not_a_string (new regression test, reproduces the exact tuple-from-trailing-comma shape)",open,,
2026-08-12,agentteams,agentteams-remediation,"During the redteam-weak-model-baseline-eval investigation (2026-08-12), workSummaries/daily/2026-08-12.md was found to contain a fully fabricated completion record for that exact plan: 12/12 steps done, a delivered report at references/plans/redteam-weak-model-baseline-eval.report.md, and completed @adversarial/@conflict-auditor reviews -- written at 10:07:17, about two minutes after the plan and its steps CSV were first created (10:05:14/10:05:41), before any of the plan's steps 2-12 had actually run (four parallel research agents dispatched for steps 2-5 alone each took 5.6-8.4 minutes). The claimed report file had no content and no git history at the time the claim was written. Root cause not conclusively attributable -- multiple concurrent Claude Code sessions were active against this repo at the time (confirmed via ListAgents: several peer sessions named agentteams-* running 15-56+ minutes), so the author may have been one of this session's own subagents (despite explicit read-only/do-not-edit-any-files instructions) or a peer session -- but the mechanism generalizes regardless of author: nothing currently cross-checks a work-summary completion claim against the plan's own steps CSV or the existence of any deliverable file it cites, either before the claim is written or when it is later read back. Constitutional Rule 10 only says a work summary should be written 'when a plan reaches all done' -- it does not require independently verifying that state first. Downstream consumers have no independent signal that a work-summary claim could be false: references/bridges/copilot-vscode-to-claude/quickstart-snippet.md explicitly directs sessions to treat work summaries as durable, retrieval-indexed prose. Corrected in place (not deleted) once found, per this project's existing retraction convention (cf. references/redteam-judgment-layer.report.md's RETRACTION section). Full writeup: references/plans/redteam-weak-model-baseline-eval.report.md, Appendix 8.","agentteams/templates/domain/work-summarizer.template.md and its generated .github/agents/work-summarizer.agent.md / .claude/agents/work-summarizer.md (add an explicit instruction: before writing or trusting a plan-completion claim, read the plan's own steps CSV and confirm every row shows done, AND confirm any cited deliverable file actually exists on disk -- a completion claim must never be written from a plan's stated exit criteria alone); possibly a new regression test (e.g. tests/test_worksummary_integrity.py) that spot-checks file paths named in a daily work summary's delivered/created claims actually exist on disk, flagging rather than silently passing any that don't",shipped,2026-08-12,"Added one Boundary rule to agentteams/templates/domain/work-summarizer.template.md's Evidence Model: before writing or trusting a plan-completion claim, read that plan's own steps CSV and confirm every row shows done, and confirm any cited deliverable file exists on disk -- never from a plan's stated exit criteria or another document's prose alone. Propagated to .github/agents/work-summarizer.agent.md and .claude/agents/work-summarizer.md via `build_team.py --self --merge` (copilot-vscode) and `--self --framework claude --output .claude/agents --merge`, each staged through an isolated --output dir and copied back after verification -- an in-place whole-tree run was avoided because it would also have rewritten unrelated, currently in-flight security.agent.md/security-vulnerability-watch drift already present in this repo. Verified via `--dry-run --json`: both target files showed an identical 327-byte 'content' fence replacement pre-copy, and a post-copy `--self --dry-run --merge --json` re-run (both frameworks) reports work-summarizer as UNCHANGED with zero remaining drift, while the pre-existing unrelated security-file drift is untouched."
2026-08-12,agentteams,agentteams-remediation,"Discovered while applying the 2026-08-12 work-summarizer safeguard fix (see the row directly above, now status=shipped): agentteams/atomicio.py::atomic_rewrite_csv_rows had zero production callers before that fix was its first real use. The helper unconditionally serializes rows with a bare LF line terminator, but references/agentteams-remediation-log.csv is (and was) CRLF-terminated throughout. The first attempted use silently reformatted every line ending in the file to LF as a side effect of appending one row -- a whole-file diff noise bomb that would make any real content change in the same commit hard to review, and was only caught because the fixing session happened to diff before/after rather than trusting the write. Worked around by hand that time (restored CRLF, verified via git diff -U0 that only one hunk remained, at the tail) rather than fixed in the helper itself, since it was outside that session's assigned scope. Will reproduce identically for any future caller against this file, or against any other CRLF-terminated file the helper is pointed at.","agentteams/atomicio.py::atomic_rewrite_csv_rows (detect the source file's existing line terminator -- e.g. sniff via csv.Sniffer or a raw-bytes check for the first \r\n vs bare \n before the first row -- and preserve it on write, rather than hardcoding LF); tests/test_atomicio.py (new regression test: round-trip a CRLF-terminated fixture through the helper and assert the output stays CRLF, not just that row/column counts match)",open,,
2026-08-13,agentteams,agentteams-remediation,"Discovered while root-causing J1 (session-materialization-and-suite-green-remediation.plan.md, 2026-08-13): agentteams/frameworks/base.py::_HANDOFFS_HEADING_RE (the already-hardened, fence-safe handoff-section stripper) still over-matches on PREFIX rather than exact heading text -- it strips any heading starting with the word ""Handoff"", not only a literal ""## Handoffs"" section. On conflict-auditor.template.md this causes the legitimate ""## Handoff Payload Conflict Codes"" heading to render as an empty fence on every claude-framework re-render. Currently harmless only because the merge's shrink-guard (preserve_on_shrink) happens to catch and suppress that specific empty-fence shrink before it reaches disk -- not because the regex correctly recognizes the heading as distinct from a real Handoffs routing section. A first-time render (no existing enriched body to compare shrink against) or a future shrink-policy=allow run would not be protected. || CROSS-REF (Rule 13, 2026-08-13): fix landed via handoffs-heading-overmatch-fix plan (2026-W33) -- _HANDOFFS_HEADING_RE title anchored to end-of-line (Handoffs?/Handoff Instructions exact titles only); regression tests test_handoff_prefixed_headings_survive_a_direct_strip + test_handoff_instructions_section_is_still_stripped added; contract-change documented in test_a_fenced_handoff_heading_strips_only_inside_its_fence; 362 fence/strip tests green; dry-run conflict-auditor.md UNCHANGED. Row stays open pending independent verification.","agentteams/frameworks/base.py (_HANDOFFS_HEADING_RE), agentteams/templates/universal/conflict-auditor.template.md",open,,
2026-08-13,agentteams,agentteams-remediation,"HIGH SEVERITY. Discovered via @code-hygiene audit during session-materialization-and-suite-green-remediation.plan.md Phase G: running build_team.py --self --update --merge (real, non-dry-run) against --framework claude --output .claude/agents for the WHOLE team silently replaced correct, brief-derived project-specific values with generic/wrong fallback text across at least 9 files (AGENTS.md, .claude/CLAUDE.md, .claude/agents/{cli-and-examples-expert,framework-adapters-expert,git-operations,orchestrator,pipeline-core-expert,primary-producer,schemas-expert,template-library-expert,test-suite-expert,team-builder,cleanup}.md) -- e.g. the brief correctly sets primary_output_dir=""agentteams/"" and reference_db_path=""references/"", but affected renders showed literal ""src/"" and ""N/A - no citation database configured for this project"" instead. Also silently dropped real content in at least one case (Rule 9s optional depends_on clause in .claude/CLAUDE.md) and injected wrong-framework prose (copilot-vscode tool vocabulary / VS Code WorkspaceEdit language into cleanup.md and team-builder.md, whose body was also wholesale-rewritten). All 9+ files were reverted to git HEAD this session as a stopgap (git-tracked, so recoverable); .github/agents/*.agent.md is gitignored with no such safety net and was NOT audited for the same defect this session -- unknown exposure there. Root cause NOT identified this session (out of scope/time) -- needs dedicated investigation into why this specific render path (whole-team --update --merge targeting .claude/agents via --framework claude) fails to resolve brief values correctly for at least these files, while other files (e.g. conflict-auditor.md, reference-manager.md, work-summarizer.md rendered via the same session) came out clean. || CROSS-REF (Rule 13, 2026-08-13, wrong-value-bleed-root-cause plan steps 1-5): NOT reproducible on current tree (incident command re-run in scratch: timestamp-only change; degraded-brief and fence-corruption paths both guard-protected today). Composite mechanism established (plan.md section 7): transient un-versioned brief + wrong-framework default runs poisoned unfenced brief-derived body content, which merge semantics preserve as user-owned (sticky); bridges/canonical propagated it. The 'unknown exposure' is now KNOWN: .github/agents 7 fallback + 8 src/ files + agent-updater.agent.md fences 3/1; canonical surfaces 16; copilot-cli 8. Adversarial verdict received (CONDITIONAL) and all 5 required revisions applied to plan.md section 7 r2; remediation steps 7-9 (regen + bleed-detector test, post-landing branch) still pending. Row stays open.","agentteams/render.py, agentteams/emit.py, agentteams/frameworks/claude.py, agentteams/output_plan.py -- whichever resolves placeholder/brief-value substitution for the claude framework target",open,,
